tmdb_id,imdb_id,titulo_es,titulo_en,titulo_original,titulo_archivo,anio,decada,fecha_estreno,generos,director,guionistas,compositor,elenco,personajes,duracion_min,sinopsis,sinopsis_en,tagline,tagline_en,certificacion,idioma_original,idiomas_hablados,paises,productoras,keywords,coleccion_tmdb,presupuesto_usd,recaudacion_usd,tmdb_rating,tmdb_votos,popularidad,poster_path,backdrop_path,disco,coleccion,tipo,estado,carpeta,nombre_archivo,extension,tamano_mb,ruta_completa,n_copias,todas_ubicaciones
534780,tt8108198,Andhadhun,Andhadhun,अंधाधुन,Andhadhun,2018,2010s,2018-10-05,"Crimen, Misterio, Suspense, Comedia",Sriram Raghavan,"Sriram Raghavan, Hemanth M. Rao","Raftaar, Amit Trivedi, Girish Nakod","Ayushmann Khurrana, Tabu, Radhika Apte, Manav Vij, Zakir Hussain, Anil Dhawan",,139,Una serie de misteriosos sucesos cambian la vida de un pianista ciego que ahora debe denunciar un crimen del que en realidad nunca fue testigo.,A series of mysterious events changes the life of a blind pianist who now must report a crime that was actually never witnessed by him.,,Every artist has a secret.,R,hi,"English, Hindi",India,"Viacom18 Studios, Matchbox Pictures","witness, pianist, blind man, piano, excited",NA,4500000,40000000,7.605,616,2.962,https://image.tmdb.org/t/p/w500/dy3K6hNvwE05siGgiLJcEiwgpdO.jpg,https://image.tmdb.org/t/p/w1280/ArvKQJv3nEpnBoVyjWDUT7TtJOL.jpg,movies to-watch,Películas,Película,pendiente,NA,2018 - Andhadhun.mp4,mp4,2283.1,/Volumes/movies to-watch/movies to-watch/2018 - Andhadhun.mp4,1,movies to-watch: 2018 - Andhadhun.mp4 (2283.1 MB)
536176,tt8425058,Brexit,Brexit: The Uncivil War,Brexit: The Uncivil War,Brexit The Uncivil War,2019,2010s,2019-01-19,"Historia, Película de TV, Drama",Toby Haynes,James Graham,Daniel Pemberton,"Benedict Cumberbatch, Rory Kinnear, John Heffernan, Oliver Maltman, Richard Goulding, Simon Paisley Day",,100,"Film que desentraña la anatomía del histórico referéndum del Brexit, que culminó en la decisión del Reino Unido de abandonar la Unión Europea. Un retrato detrás de las cámaras sobre la campaña política y sobre las tácticas utilizadas para reconducir la opinión de todo un país.",Political strategist Dominic Cummings leads a popular but controversial campaign to convince British voters to leave the European Union from 2015 up until the present day.,Votantes objetivos. Dividir la nación. Interrumpir el sistema. Conoce al hombre que alteró la historia de Gran Bretaña.,Everyone knows who won. But not everyone knows how.,NA,en,English,United Kingdom,Channel 4 Television,"politics, united kingdom, brexit",NA,NA,NA,6.607,352,1.9703,https://image.tmdb.org/t/p/w500/jeXYUmVmhET3vXBwmbzIb0CqbOu.jpg,https://image.tmdb.org/t/p/w1280/eVLiY6ThGcgTa19dmOa8MtPQSLH.jpg,library_pt1,Colección,Película,coleccion,NA,2019 - Brexit The Uncivil War.mkv,mkv,4958.9,/Volumes/library_pt1/2010s/2019 - Brexit The Uncivil War.mkv,1,library_pt1: 2019 - Brexit The Uncivil War.mkv (4958.9 MB)
536554,tt8760708,M3GAN,M3GAN,M3GAN,M3gan,2022,2020s,2022-12-28,"Ciencia ficción, Terror",Gerard Johnstone,Akela Cooper,Anthony B. Willis,"Allison Williams, Violet McGraw, Amie Donald, Jenna Davis, Ronny Chieng, Brian Jordan Alvarez",,102,"M3GAN es una maravilla de la inteligencia artificial, una muñeca realista programada para ser la mejor compañera de los niños y la mayor aliada de los padres. Diseñada por Gemma, M3GAN es capaz de escuchar, observar y aprender mientras se convierte en amiga, profesora, compañera de juegos y protectora del niño al que se vincule. Cuando, inesperadamente, Gemma se convierte en la tutora legal de Cady, su sobrina huérfana de 9 años, no sabe muy bien qué hacer ni se siente preparada para ejercer de madre. Sometida a un intenso estrés laboral, Gemma decide vincular su prototipo de M3GAN a Cady en un intento de resolver ambos problemas, pero no tardará en descubrir las inimaginables consecuencias de su decisión.","A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",La amistad ha evolucionado.,She's more than a toy. She's family.,PG-13,en,English,United States of America,"Atomic Monster, Blumhouse Productions, Divide / Conquer","android, artificial intelligence (a.i.), killer robot, aunt niece relationship, evil doll, slasher, orphan, car accident, niece, robot, juvenile delinquent, doll, dead dog, dog attack, nosy neighbor, hit by a car, dead parents, creepy doll, cyber thriller, possessed doll, witty, sinister, audacious, android horror",M3GAN - Colección,12000000,181796517,7.025,4772,9.626,https://image.tmdb.org/t/p/w500/tv3Yjn78U8hFGFrkSypiIhHNUh3.jpg,https://image.tmdb.org/t/p/w1280/qd4EKTuudkws9lW76Dn9C0tnuVA.jpg,horror,Terror,Película,coleccion,NA,2022 - M3gan.mkv,mkv,5871.8,/Volumes/horror/horror collection/2022 - M3gan.mkv,1,horror: 2022 - M3gan.mkv (5871.8 MB)
537921,tt8785038,Despelote,Fixed,Fixed,Fixed,2025,2020s,2025-08-13,"Animación, Comedia",Genndy Tartakovsky,"Genndy Tartakovsky, Jon Vitti","Tyler Bates, Joanne Higginbottom","Adam Devine, Idris Elba, Kathryn Hahn, Fred Armisen, Bobby Moynihan, Beck Bennett",,87,"En esta comedia picante para adultos, al enterarse de que lo van a castrar, un perro tiene 24 horas para vivir un último despelote con sus colegas.","After learning he's getting neutered, a dog has 24 hours to squeeze in one last balls-to-the-wall adventure with the boys.",,Obedience training is out the window.,R,en,English,United States of America,Sony Pictures Animation,"pet, dog, animals, adult animation",NA,3000000,NA,6.24,148,3.0646,https://image.tmdb.org/t/p/w500/udtlwWSJ45S0uQm29BvFvjPJGW0.jpg,https://image.tmdb.org/t/p/w1280/vmWgToiWzgWxzGtdbeQFrtuS2BN.jpg,movies to-watch,Películas,Película,pendiente,NA,2025 - Fixed.mkv,mkv,4031.8,/Volumes/movies to-watch/movies to-watch/2025 - Fixed.mkv,1,movies to-watch: 2025 - Fixed.mkv (4031.8 MB)
542178,tt8847712,La crónica francesa,"The French Dispatch of the Liberty, Kansas Evening Sun","The French Dispatch of the Liberty, Kansas Evening Sun",The French Dispatch,2021,2020s,2021-10-21,"Drama, Comedia",Wes Anderson,Wes Anderson,Alexandre Desplat,"Benicio del Toro, Adrien Brody, Tilda Swinton, Léa Seydoux, Frances McDormand, Timothée Chalamet",,108,"Una carta de amor al mundo del periodismo, ambientada en el contexto de la redacción de un periódico americano en el París del siglo XX, con tres historias interconectadas entre sí.","The staff of an American magazine based in France puts out its last issue, with stories featuring an artist sentenced to life imprisonment, student riots, and a kidnapping resolved by a chef.","Del Liberty, Kansas Evening Sun",,R,en,"French, English","United States of America, Germany","Indian Paintbrush, American Empirical Pictures, Studio Babelsberg","art collector, journalist, small town, france, poison, 1970s, journalism, editor-in-chief, artist, imprisonment, painter, riot, anthology, magazine, food poisoning, murderer, chef, lecture, post world war ii, child kidnapping, obituary, bicycle tour, poisoning, father son relationship, lighthearted, whimsical, vibrant",NA,25000000,46333545,7.011,2950,4.4086,https://image.tmdb.org/t/p/w500/bnuaEPZiYgAPpUOnAs6yTVoHpul.jpg,https://image.tmdb.org/t/p/w1280/xS0rl1YrVt51ztzjRf6qoIPZ7TA.jpg,library_pt1,Colección,Película,coleccion,NA,2021 - The French Dispatch.mkv,mkv,7319,/Volumes/library_pt1/2020s/2021 - The French Dispatch.mkv,1,library_pt1: 2021 - The French Dispatch.mkv (7319 MB)
546554,tt8946378,Puñales por la espalda,Knives Out,Knives Out,Knives Out,2019,2010s,2019-11-27,"Comedia, Crimen, Misterio",Rian Johnson,Rian Johnson,Nathan Johnson,"Daniel Craig, Chris Evans, Ana de Armas, Jamie Lee Curtis, Michael Shannon, Don Johnson",,130,"Cuando el renombrado novelista de misterio Harlan Thrombey es encontrado muerto en su mansión justo después de su 85 cumpleaños, el inquisitivo y cortés detective Benoit Blanc es misteriosamente reclutado para investigar. Se moverá entre una red de pistas falsas y mentiras interesadas para tratar de descubrir la verdad tras la prematura muerte del escritor.","When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",Nada une más a una familia que un asesinato.,"Hell, any of them could have done it.",PG-13,en,"Spanish, English",United States of America,"MRC, T-Street","immigrant, detective, massachusetts, investigation, big family, mansion, whodunit, family home, murder mystery, neo-noir, privilege, suspenseful, excited",Puñales por la espalda - Colección,40000000,312897920,7.84,13928,14.3517,https://image.tmdb.org/t/p/w500/7scJ3fVmwdSpGG87wvxH3kk0RPc.jpg,https://image.tmdb.org/t/p/w1280/4HWAQu28e2yaWrtupFPGFkdNU7V.jpg,library_pt1,Colección,Película,coleccion,NA,2019 - Knives Out.mp4,mp4,2541.8,/Volumes/library_pt1/2010s/2019 - Knives Out.mp4,1,library_pt1: 2019 - Knives Out.mp4 (2541.8 MB)
547565,tt9731534,La casa oscura,The Night House,The Night House,The Night House,2021,2020s,2021-07-15,"Terror, Misterio",David Bruckner,"Luke Piotrowski, Ben Collins",Ben Lovett,"Rebecca Hall, Sarah Goldberg, Vondie Curtis-Hall, Evan Jonigkeit, Stacy Martin, David Abeles",,110,"Mientras intenta superar la inesperada muerte de su marido, Beth (Rebecca Hall) se queda a solas en una casa cerca de un lago especialmente diseñada para ella. Aunque hace todo lo posible por no perder la cordura, los sueños no tardan en aparecer. Las perturbadoras visiones de una presencia que llama por ella en la casa comienzan a ser cada vez más frecuentes. Aunque a la luz del día todo parece normal, Beth empieza lentamente a desesperarse, por lo que decide ignorar el consejo de sus amigos e investiga en sus pertenencias tratando de encontrar alguna respuesta. Allí se topa no sólo con secretos tan extraños como terribles, sino también con un misterio que está dispuesta a resolver.","Reeling from the unexpected death of her husband, Beth is left alone in the lakeside home he built for her. Soon she begins to uncover her recently deceased husband's disturbing secrets.",La verdad saldrá a la luz.,The truth will surface.,R,en,English,"United Kingdom, United States of America","Phantom Four, Anton","depression, nightmare, widow, forest, grieving widower, grief, new york state, book store, occult, doppelgänger, schoolteacher, lake house, suicide of husband",NA,NA,14600000,6.565,1303,3.084,https://image.tmdb.org/t/p/w500/s6nLBypiujQQMBBfgJJAWleoWw1.jpg,https://image.tmdb.org/t/p/w1280/qbQ219gsHpdx33WSfdCgG9I2Xg5.jpg,horror,Terror,Película,pendiente,NA,2021 - The Night House.mkv,mkv,6726.5,/Volumes/horror/horror to-watch/2021 - The Night House.mkv,1,horror: 2021 - The Night House.mkv (6726.5 MB)
555530,tt9135854,Toca y pasa el balón,"Take the Ball, Pass the Ball","Take the Ball, Pass the Ball","Take the Ball, Pass the Ball",2018,2010s,2018-11-07,Documental,Duncan McMath,Graham Hunter,,"Pep Guardiola, Lionel Messi, Xavi, Andrés Iniesta, Gerard Piqué, Sergio Busquets",,115,"Take the Ball, Pass the Ball es la historia definitiva del mejor equipo de fútbol reunido. Durante cuatro años explosivos, el Barça de Pep Guardiola produjo el mejor fútbol de la historia, seduciendo a los fanáticos de todo el mundo.","Take the Ball, Pass the Ball is the definitive story of the greatest football team ever assembled. For four explosive years, Pep Guardiola's Barça produced the greatest football in history, seducing fans around the world. In this exclusive, first-hand account of events between 2008 and 2012, the players themselves reveal the tension of the bitter Guardiola-Mourinho rivalry, the emotion of Abidal's fight back from cancer to lift the European Cup and how Messi, the best footballer the world's ever seen, was almost rejected by Barça as a 13-year-old.",,The Making of the Greatest Team in the World,NA,en,"Sanskrit, English, Spanish",Spain,"Zoomsport International, Universal Pictures, Versus Entertainment","barcelona, spain, sports, football (soccer)",NA,750000,NA,7.958,96,0.6228,https://image.tmdb.org/t/p/w500/yLsCs35Zw1HHSQOhVtZSrmERYIP.jpg,https://image.tmdb.org/t/p/w1280/rXd2v3FM4p0rv3ODJzkKU69BK4m.jpg,library_pt2,Documentales,Documental,coleccion,NA,"2018 - Take the Ball, Pass the Ball.mkv",mkv,4291.8,"/Volumes/library_pt2/documentaries collection/2018 - Take the Ball, Pass the Ball.mkv",1,"library_pt2: 2018 - Take the Ball, Pass the Ball.mkv (4291.8 MB)"
556984,tt1070874,El juicio de los 7 de Chicago,The Trial of the Chicago 7,The Trial of the Chicago 7,The Trial of the Chicago,2020,2020s,2020-09-25,"Drama, Historia",Aaron Sorkin,Aaron Sorkin,Daniel Pemberton,"Eddie Redmayne, Sacha Baron Cohen, Mark Rylance, Joseph Gordon-Levitt, Frank Langella, Jeremy Strong",,129,Lo que iba a ser una manifestación pacífica se convirtió en un enfrentamiento con la policía. Y provocó uno de los juicios más mediáticos de la historia de EE. UU.,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,"En 1968, la democracia se negó a bajar los brazos.","In 1968, democracy refused to back down.",R,en,English,United States of America,"DreamWorks Pictures, Marc Platt Productions","chicago, illinois, right and justice, political activism, black panther party, based on true story, black activist, counter-culture, historical fiction, activist, 1960s, courtroom drama, critical, amused, assertive",NA,35000000,107423,7.664,3331,4.8546,https://image.tmdb.org/t/p/w500/yIzTCHXJp5UKi4izt9DtlWksaBz.jpg,https://image.tmdb.org/t/p/w1280/v8Nf6Y1qL1Q3PWTBezXNPPaXqza.jpg,library_pt2,Documentales,Documental,coleccion,NA,2020 - The Trial of the Chicago 7.mp4,mp4,2076.9,/Volumes/library_pt2/documentaries collection/2020 - The Trial of the Chicago 7.mp4,1,library_pt2: 2020 - The Trial of the Chicago 7.mp4 (2076.9 MB)
558582,tt9231040,First Cow,First Cow,First Cow,Cow,2020,2020s,2020-03-06,"Drama, Western",Kelly Reichardt,"Kelly Reichardt, Jonathan Raymond",William Tyler,"John Magaro, Orion Lee, Toby Jones, Ewen Bremner, Scott Shepherd, Gary Farmer",,121,"Narra la historia de un cocinero contratado por una expedición de cazadores de pieles, en el estado de Oregón, en la década de 1820. También la de un misterioso inmigrante chino que huye de unos hombres que le persiguen, y de la creciente amistad entre ambos en un territorio hostil.","In the 1820s, a taciturn loner and skilled cook travels west to Oregon Territory, where he meets a Chinese immigrant also seeking his fortune. Soon the two team up on a dangerous scheme to steal milk from the wealthy landowner’s prized Jersey cow—the first, and only, in the territory.",Un simple western sobre el origen del sueño americano.,A simple western about the origin of the American Dream.,PG-13,en,English,United States of America,filmscience,"immigrant, based on novel or book, fur trapping, oregon, usa, 19th century, biscuits, buddy film, cow, western, cook, 1820s",NA,2000000,101068,7.07,529,2.711,https://image.tmdb.org/t/p/w500/2iVwP1Ou65Ltb4KacvdrcWm53Lr.jpg,https://image.tmdb.org/t/p/w1280/8P3qur5Xh6dsH6xmZ1O2XS7vnc2.jpg,movies to-watch,Películas,Película,pendiente,NA,2021 - Cow.mp4,mp4,1908.8,/Volumes/movies to-watch/movies to-watch/2021 - Cow.mp4,1,movies to-watch: 2021 - Cow.mp4 (1908.8 MB)
565028,tt9347730,Candyman,Candyman,Candyman,Candyman,2021,2020s,2021-08-25,"Terror, Suspense",Nia DaCosta,"Win Rosenfeld, Jordan Peele, Nia DaCosta",Robert Aiki Aubrey Lowe,"Yahya Abdul-Mateen II, Teyonah Parris, Colman Domingo, Nathan Stewart-Jarrett, Kyle Kaminsky, Vanessa Williams",,91,"Desde tiempos inmemoriales, los proyectos residenciales del barrio de Cabrini Green en Chicago se han visto amenazados por la historia de un supuesto asesino en serie con un gancho por mano al que se invoca fácilmente repitiendo su nombre cinco veces frente a un espejo. Hoy, una década después de que la última torre de Cabrini fuese derruída, el artista visual Anthony McCoy (Yahya Abdul-Mateen) y su novia Brianna Cartwright (Teyonah Parris), se mudan a un apartamento de lujo de un barrio ahora irreconocible, repleto de millennials y de personas que, por lo general, desconocen su oscuro pasado.","A Chicago artist's sanity starts to unravel, unleashing a terrifying wave of violence when he begins to explore the macabre history of the Candyman.",Atrévete a decir su nombre.,Dare to say his name.,R,en,"English, French","Canada, United States of America","Metro-Goldwyn-Mayer, Monkeypaw Productions, Bron Studios, Universal Pictures","sequel, murder, urban legend, bee, evil, urban gothic, mirror",Candyman - Colección,25000000,77411570,6.01,1747,3.7404,https://image.tmdb.org/t/p/w500/40FuQAiHjCvh9fYFigGAVWJ6Czu.jpg,https://image.tmdb.org/t/p/w1280/g1cMEQnEptUJ7Sv8SRjWBTTHyMv.jpg,horror,Terror,Película,pendiente,NA,2021 - Candyman.mkv,mkv,12371.7,/Volumes/horror/horror to-watch/2021 - Candyman.mkv,1,horror: 2021 - Candyman.mkv (12371.7 MB)
566221,tt6016744,La democracia en peligro,The Edge of Democracy,Democracia em Vertigem,The Edge of Democracy,2019,2010s,2019-01-24,Documental,Petra Costa,Petra Costa,"Vitor Araújo, Rodrigo Leão, Gilberto Monte, Lucas Santtana","Dilma Rousseff, Luiz Inácio Lula da Silva, Michel Temer, Eduardo Cunha, Jair Bolsonaro, Sérgio Moro",,113,"Aunque una vez Brasil fue un país lastrado por una dictadura militar, el 2002 se produjo uno de los acontecimientos más importantes de su historia social: la elección de Lula da Silva como presidente, un activista que había luchado largo y tendido para defender los derechos del pueblo carioca. Bajo su mandato, más de 20 millones de personas lograron superar el umbral de pobreza. En 2010, Lula cedió el testigo del poder a un prodigio llamado Dilma Rousseff. Por desgracia, la corrupción institucional alcanzó al pueblo llano que, influenciado por un juez partisano, acabó poniendo la lupa sobre Lula y Dilma, así como sobre cualquier persona que no estuviese dispuesto a bailar a su son. Este documental explica el proceso que llevaría a ambos políticos a juzgados por distintos crímenes judiciales.","A cautionary tale for these times of democracy in crisis—the personal and political fuse to explore one of the most dramatic periods in Brazilian history. With unprecedented access to Presidents Dilma Rousseff and Lula da Silva, we witness their rise and fall and the tragically polarized nation that remains.",,,NA,pt,Portuguese,Brazil,"Busca Vida Filmes, Doc Society","democracy, woman director",NA,NA,NA,7.655,378,0.9214,https://image.tmdb.org/t/p/w500/z2aPe57jyW0TPYLVBXb8T0yBFGQ.jpg,https://image.tmdb.org/t/p/w1280/b8LjR8NjRjrWs6uIfGfrDn0OeI6.jpg,library_pt2,Documentales,Documental,coleccion,NA,2019 - The Edge of Democracy.mkv,mkv,2152.6,/Volumes/library_pt2/documentaries collection/2019 - The Edge of Democracy.mkv,1,library_pt2: 2019 - The Edge of Democracy.mkv (2152.6 MB)
566228,tt8488126,Desangrando A Silicon Valley,The Inventor: Out for Blood in Silicon Valley,The Inventor: Out for Blood in Silicon Valley,The Inventor Out For Blood In Silicon Valley,2019,2010s,2019-01-24,Documental,Alex Gibney,Alex Gibney,Will Bates,"Elizabeth Holmes, Alex Gibney, Dan Ariely, Roger Parloff, Ken Auletta, Erika Cheung",,119,En 2004 Elizabeth Holmes abrió una empresa que pretendía revolucionar la atención médica. En 2014 Theranos tenía un valor de nueve mil millones de dólares. Dos años después la SEC acusó a Theranos de ser un gran fraude y la compañía perdió todo su valor.,"With a magical new invention that promised to revolutionize blood testing, Elizabeth Holmes became the world’s youngest self-made billionaire, heralded as the next Steve Jobs. Then, overnight, her 10-billion-dollar company dissolved. The rise and fall of Theranos is a window into the psychology of fraud.",,Visionary. Billionaire. Fraud?,NA,en,English,United States of America,"Jigsaw Productions, HBO Documentary Films","technology, fraud, business, medical research, health documentary",NA,NA,NA,7.1,297,1.6821,https://image.tmdb.org/t/p/w500/ouihaAtM7pGuwGPeOP3IimpsKHE.jpg,https://image.tmdb.org/t/p/w1280/911kCT2YwGBhFz1CNDfb0La8ybG.jpg,library_pt2,Documentales,Documental,coleccion,NA,2019 - The Inventor Out For Blood In Silicon Valley.mp4,mp4,1011.5,/Volumes/library_pt2/documentaries collection/2019 - The Inventor Out For Blood In Silicon Valley.mp4,1,library_pt2: 2019 - The Inventor Out For Blood In Silicon Valley.mp4 (1011.5 MB)
567609,tt7798634,Noche de bodas,Ready or Not,Ready or Not,Ready or Not,2019,2010s,2019-08-21,"Terror, Comedia","Matt Bettinelli-Olpin, Tyler Gillett","Guy Busick, R. Christopher Murphy",Brian Tyler,"Samara Weaving, Mark O'Brien, Adam Brody, Henry Czerny, Andie MacDowell, Melanie Scrofano",,95,"Durante la noche de su boda, una mujer recibe la invitación por parte de la rica y excéntrica familia de su marido para participar en una tradición ancestral que se convierte en un juego letal de supervivencia.",A young bride's wedding night turns into her worst nightmare when her ridiculously rich in-laws force her to play a gruesome game of hide-and-seek.,Comienza el juego.,A killer game of hide and seek.,R,en,English,United States of America,"Mythology Entertainment, Vinson Films, Fox Searchlight Pictures, Radio Silence, TSG Entertainment","escape, ritual, marriage, satanism, gore, pact with the devil, wealth, murder, wedding, game, exploding body, wedding dress, satanic cult, hostile, death game, exhilarated, ridiculous",Noche de bodas - Colección,6000000,57615777,7.1,5330,17.3756,https://image.tmdb.org/t/p/w500/47BlTRVQ43NyzgMWPLOkKYYnHez.jpg,https://image.tmdb.org/t/p/w1280/oJ1MIABA0WF0a7MDVQnnMvBdex8.jpg,horror,Terror,Película,pendiente,NA,2019 - Ready or Not.mkv,mkv,11403.9,/Volumes/horror/horror to-watch/2019 - Ready or Not.mkv,1,horror: 2019 - Ready or Not.mkv (11403.9 MB)
570670,tt1051906,El hombre invisible,The Invisible Man,The Invisible Man,The Invisible Man,2020,2020s,2020-02-26,"Suspense, Ciencia ficción, Terror",Leigh Whannell,Leigh Whannell,Benjamin Wallfisch,"Elisabeth Moss, Aldis Hodge, Storm Reid, Michael Dorman, Harriet Dyer, Oliver Jackson-Cohen",,110,"Dos semanas después de escapar de su tóxica relación con el rico y brillante científico Adrian Griffin, Cecilia está convencida de que Adrian va a aparecer en cualquier momento… hasta que recibe una nota comunicándole el suicidio de su expareja.","When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",Lo que no puedes ver puede hacerte daño.,What you can't see can hurt you.,R,en,English,"Australia, United States of America","Blumhouse Productions, Goalpost Pictures, Nervous Tick Productions","based on novel or book, pregnancy, architect, fake suicide, stalker, remake, murder, domestic abuse, scientist, police detective, death, invisible person, mental hospital, angry, woman in peril, invisible man, frightened",NA,7000000,144492724,7.091,6224,8.12,https://image.tmdb.org/t/p/w500/xk4RpcvVQ7JmnrkQtZ479EwWieT.jpg,https://image.tmdb.org/t/p/w1280/tweDJNQzBGgsWVF5MC8JhSAk07p.jpg,horror,Terror,Película,coleccion,NA,2020 - The Invisible Man.mp4,mp4,2426.2,/Volumes/horror/horror collection/2020 - The Invisible Man.mp4,1,horror: 2020 - The Invisible Man.mp4 (2426.2 MB)
575264,tt9603212,Misión: Imposible - Sentencia mortal parte uno,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,Mission Impossible - Dead Reckoning Part One,2023,2020s,2023-07-08,"Acción, Suspense, Aventura",Christopher McQuarrie,"Christopher McQuarrie, Erik Jendresen",Lorne Balfe,"Tom Cruise, Hayley Atwell, Ving Rhames, Simon Pegg, Rebecca Ferguson, Vanessa Kirby",,163,Ethan Hunt y la IMF emprenden la misión más peligrosa a la que nunca se han enfrentado: rastrear una nueva y aterradora arma que amenaza a toda la humanidad antes de que caiga en las manos de un enemigo todopoderoso y misterioso.,"Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.",Todos compartimos el mismo destino.,We all share the same fate.,PG-13,en,"French, English, Italian, Russian",United States of America,"Paramount Pictures, Skydance Media, TC Productions","mask, race against time, mission, rome, italy, chase, secret mission, spy, fake identity, secret agent, sequel, intelligence agency, secret government organization, infiltration, fictional government agency, rogue agent, government agency, based on tv series, action",Misión imposible - Colección,220000000,571125435,7.501,5067,14.3677,https://image.tmdb.org/t/p/w500/83sGKvCv2T2CulYbd40Aeduc7n2.jpg,https://image.tmdb.org/t/p/w1280/628Dep6AxEtDxjZoGP78TsOxYbK.jpg,library_pt1,Colección,Película,coleccion,NA,2023 - Mission Impossible - Dead Reckoning Part One (4K).mkv,mkv,7470,/Volumes/library_pt1/2020s/2023 - Mission Impossible - Dead Reckoning Part One (4K).mkv,1,library_pt1: 2023 - Mission Impossible - Dead Reckoning Part One (4K).mkv (7470 MB)
575265,tt9603208,Misión: Imposible - Sentencia final,Mission: Impossible - The Final Reckoning,Mission: Impossible - The Final Reckoning,Mission Impossible - The Final Reckoning,2025,2020s,2025-05-17,"Acción, Suspense, Aventura",Christopher McQuarrie,"Christopher McQuarrie, Erik Jendresen","Max Aruj, Alfie Godfrey","Tom Cruise, Hayley Atwell, Ving Rhames, Simon Pegg, Esai Morales, Pom Klementieff",,169,"El agente Ethan Hunt continúa su misión de impedir que Gabriel controle el tecnológicamente omnipotente programa de IA conocido como ""the Entity"".","Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever.","Cada elección, cada misión, ha conducido a esto.",Our lives are the sum of our choices.,PG-13,en,"English, French, Inuktitut, Russian",United States of America,"Paramount Pictures, Skydance Media, TC Productions","mask, artificial intelligence (a.i.), diving, submarine, espionage, spy, nuclear missile, fake identity, secret agent, stunt, sequel, secret government organization, infiltration, terrorist plot, fictional government agency, misinformation, government agency, based on tv series",Misión imposible - Colección,400000000,598767057,7.161,2735,24.7059,https://image.tmdb.org/t/p/w500/mKK7cVNg4mQmKl0Qry9fvr5AqP7.jpg,https://image.tmdb.org/t/p/w1280/538U9snNc2fpnOmYXAPUh3zn31H.jpg,library_pt1,Colección,Película,coleccion,NA,2025 - Mission Impossible - The Final Reckoning (4K).mkv,mkv,30260.8,/Volumes/library_pt1/2020s/2025 - Mission Impossible - The Final Reckoning (4K).mkv,2,library_pt1: 2025 - Mission Impossible - The Final Reckoning (4K).mkv (30260.8 MB) | library_pt1: 2025 - Mission Impossible - The Final Reckoning.mkv (12674 MB)
575774,tt8508734,Casa ajena,His House,His House,His House,2020,2020s,2020-01-27,"Terror, Drama",Remi Weekes,Remi Weekes,Roque Baños,"Ṣọpẹ́ Dìrísù, Wunmi Mosaku, Malaika Wakoli-Abigaba, Matt Smith, Javier Botet, Yvonne Campbell",,93,"Una pareja de refugiados de Sudán, un país arrasado por la guerra, trata de sobrevivir en un pequeño pueblo de Inglaterra hasta que descubren que allí les aguarda un peligroso mal.","After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.",,"When ghosts follow, they never leave.",NR,en,English,"United Kingdom, United States of America","New Regency Pictures, BBC Film, Starchild Pictures, Vertigo Entertainment","post-traumatic stress disorder (ptsd), drowning, refugee, supernatural, trauma, ghost, folklore, south sudan, diaspora, loss of child, black horror",NA,NA,NA,6.408,1222,3.0485,https://image.tmdb.org/t/p/w500/4WGRU9xT377aHDKIZ49egR3cJBB.jpg,https://image.tmdb.org/t/p/w1280/bNZB25TQxt0jEVgJOJ09tD2es7k.jpg,horror,Terror,Película,pendiente,NA,2020 - His House.mkv,mkv,2605.8,/Volumes/horror/horror to-watch/2020 - His House.mkv,2,horror: 2020 - His House.mkv (2605.8 MB) | movies to-watch: 2020 - His House.mkv (2605.8 MB)
